Thomas_100000 0 0 289
Thomas_500000 0 0 27
Thomas_1000000 0 0 9
Thomas_2000000 0 0 8
Jessica_100000 2 0 186
Jessica_500000 2 0 30
Jessica_1000000 2 0 18
Jessica_2000000 2 0 38
Laverne_100000 0 0 144
Laverne_500000 0 0 0
Laverne_1000000 0 0 0
Laverne_2000000 0 0 0
Irene_100000 1 0 135
Irene_500000 1 0 53
Irene_1000000 1 0 29
Irene_2000000 1 0 30
Annette_100000 1 0 55
Annette_500000 1 0 5
Annette_1000000 1 0 7
Annette_2000000 1 0 4
Dorothy_100000 0 0 98
Dorothy_500000 0 0 0
Dorothy_1000000 0 0 0
Dorothy_2000000 0 0 0
Raymond_100000 1 0 139
Raymond_500000 1 0 9
Raymond_1000000 1 0 6
Raymond_2000000 1 0 4
Anthony_100000 1 0 125
Anthony_500000 1 0 27
Anthony_1000000 1 0 25
Anthony_2000000 1 0 20
Nelson_100000 2 0 75
Nelson_500000 2 0 11
Nelson_1000000 2 0 18
Nelson_2000000 2 0 12
Eric_100000 1 0 91
Eric_500000 1 0 8
Eric_1000000 1 0 8
Eric_2000000 1 0 6
Erika_100000 2 0 94
Erika_500000 2 0 30
Erika_1000000 2 0 30
Erika_2000000 2 0 12
Patricia_100000 0 0 50
Patricia_500000 0 0 0
Patricia_1000000 0 0 0
Patricia_2000000 0 0 0
Judith_100000 0 0 82
Judith_500000 0 0 0
Judith_1000000 0 0 0
Judith_2000000 0 0 0
Sandra_100000 0 0 196
Sandra_500000 0 0 0
Sandra_1000000 0 0 0
Sandra_2000000 0 0 0
Napoleon_100000 1 0 43
Napoleon_500000 1 0 9
Napoleon_1000000 1 0 9
Napoleon_2000000 1 0 5
Dolores_100000 2 0 170
Dolores_500000 2 0 46
Dolores_1000000 2 0 36
Dolores_2000000 2 0 24
Eloisa_100000 1 0 107
Eloisa_500000 1 0 9
Eloisa_1000000 1 0 7
Eloisa_2000000 1 0 4
Gerald_100000 0 0 58
Gerald_500000 0 0 10
Gerald_1000000 0 0 8
Gerald_2000000 0 0 8
Diane_100000 1 0 67
Diane_500000 1 0 7
Diane_1000000 1 0 3
Diane_2000000 1 0 3
Patrick_100000 1 0 63
Patrick_500000 1 0 23
Patrick_1000000 1 0 22
Patrick_2000000 1 0 6
Nicole_100000 1 0 125
Nicole_500000 1 0 9
Nicole_1000000 1 0 9
Nicole_2000000 1 0 4
Alvin_100000 0 0 196
Alvin_500000 0 0 0
Alvin_1000000 0 0 0
Alvin_2000000 0 0 0
Travis_100000 2 0 30
Travis_500000 2 0 12
Travis_1000000 2 0 8
Travis_2000000 2 0 4
Tommy_100000 0 0 216
Tommy_500000 0 0 18
Tommy_1000000 0 0 8
Tommy_2000000 0 0 0
Timothy_100000 1 0 33
Timothy_500000 1 0 13
Timothy_1000000 1 0 8
Timothy_2000000 1 0 6
Paul_100000 2 0 120
Paul_500000 2 0 48
Paul_1000000 2 0 24
Paul_2000000 2 0 18
Elmer_100000 2 0 136
Elmer_500000 2 0 40
Elmer_1000000 2 0 18
Elmer_2000000 2 0 12
Tonya_100000 1 0 171
Tonya_500000 1 0 9
Tonya_1000000 1 0 6
Tonya_2000000 1 0 4
Della_100000 1 0 83
Della_500000 1 0 5
Della_1000000 1 0 3
Della_2000000 1 0 3
Vern_100000 1 0 46
Vern_500000 1 0 16
Vern_1000000 1 0 16
Vern_2000000 1 0 14
Bobby_100000 1 0 75
Bobby_500000 1 0 9
Bobby_1000000 1 0 6
Bobby_2000000 1 0 3
Kevin_100000 2 0 240
Kevin_500000 2 0 36
Kevin_1000000 2 0 26
Kevin_2000000 2 0 16
Sara_100000 0 0 226
Sara_500000 0 0 8
Sara_1000000 0 0 0
Sara_2000000 0 0 0
Brenda_100000 0 0 196
Brenda_500000 0 0 32
Brenda_1000000 0 0 0
Brenda_2000000 0 0 0
Edith_100000 0 0 122
Edith_500000 0 0 0
Edith_1000000 0 0 0
Edith_2000000 0 0 0
Jonathan_100000 0 0 144
Jonathan_500000 0 0 0
Jonathan_1000000 0 0 0
Jonathan_2000000 0 0 0
Cole_100000 1 0 81
Cole_500000 1 0 9
Cole_1000000 1 0 6
Cole_2000000 1 0 5
Howard_100000 2 0 73
Howard_500000 2 0 25
Howard_1000000 2 0 33
Howard_2000000 2 0 29
Rudolf_100000 2 0 113
Rudolf_500000 2 0 11
Rudolf_1000000 2 0 11
Rudolf_2000000 2 0 6
Vincent_100000 1 0 81
Vincent_500000 1 0 21
Vincent_1000000 1 0 20
Vincent_2000000 1 0 6
Elda_100000 1 0 103
Elda_500000 1 0 5
Elda_1000000 1 0 5
Elda_2000000 1 0 2
Shawn_100000 0 0 144
Shawn_500000 0 0 2
Shawn_1000000 0 0 0
Shawn_2000000 0 0 0
Jeff_100000 2 0 91
Jeff_500000 2 0 9
Jeff_1000000 2 0 9
Jeff_2000000 2 0 5
Katie_100000 2 0 218
Katie_500000 2 0 104
Katie_1000000 2 0 34
Katie_2000000 2 0 40
Janice_100000 1 0 29
Janice_500000 1 0 5
Janice_1000000 1 0 2
Janice_2000000 1 0 2
Joseph_100000 0 0 64
Joseph_500000 0 0 0
Joseph_1000000 0 0 0
Joseph_2000000 0 0 0
Debra_100000 1 0 63
Debra_500000 1 0 9
Debra_1000000 1 0 6
Debra_2000000 1 0 4
Rachel_100000 0 0 148
Rachel_500000 0 0 8
Rachel_1000000 0 0 0
Rachel_2000000 0 0 0
Lorraine_100000 0 0 162
Lorraine_500000 0 0 8
Lorraine_1000000 0 0 0
Lorraine_2000000 0 0 0
Janet_100000 0 0 72
Janet_500000 0 0 0
Janet_1000000 0 0 0
Janet_2000000 0 0 0
Charles_100000 0 0 226
Charles_500000 0 0 8
Charles_1000000 0 0 0
Charles_2000000 0 0 0
Michael_100000 1 0 53
Michael_500000 1 0 5
Michael_1000000 1 0 2
Michael_2000000 1 0 2
Constance_100000 2 0 43
Constance_500000 2 0 13
Constance_1000000 2 0 11
Constance_2000000 2 0 14
Selma_100000 1 0 57
Selma_500000 1 0 14
Selma_1000000 1 0 10
Selma_2000000 1 0 29
Genevieve_100000 0 0 256
Genevieve_500000 0 0 18
Genevieve_1000000 0 0 0
Genevieve_2000000 0 0 0
Helen_100000 0 0 50
Helen_500000 0 0 0
Helen_1000000 0 0 0
Helen_2000000 0 0 0
Brian_100000 1 0 107
Brian_500000 1 0 15
Brian_1000000 1 0 4
Brian_2000000 1 0 4
Gloria_100000 0 0 148
Gloria_500000 0 0 0
Gloria_1000000 0 0 0
Gloria_2000000 0 0 0
John_100000 0 0 144
John_500000 0 0 2
John_1000000 0 0 2
John_2000000 0 0 0
Keith_100000 0 0 82
Keith_500000 0 0 0
Keith_1000000 0 0 0
Keith_2000000 0 0 0
Gustavo_100000 0 0 200
Gustavo_500000 0 0 18
Gustavo_1000000 0 0 0
Gustavo_2000000 0 0 0
Joshua_100000 1 0 53
Joshua_500000 1 0 9
Joshua_1000000 1 0 4
Joshua_2000000 1 0 3
Lynnette_100000 1 0 37
Lynnette_500000 1 0 13
Lynnette_1000000 1 0 8
Lynnette_2000000 1 0 8
Agnes_100000 2 0 72
Agnes_500000 2 0 32
Agnes_1000000 2 0 36
Agnes_2000000 2 0 52
Eleanor_100000 0 0 50
Eleanor_500000 0 0 0
Eleanor_1000000 0 0 0
Eleanor_2000000 0 0 0
Abigail_100000 0 0 64
Abigail_500000 0 0 0
Abigail_1000000 0 0 0
Abigail_2000000 0 0 0
Rhonda_100000 2 0 211
Rhonda_500000 2 0 25
Rhonda_1000000 2 0 13
Rhonda_2000000 2 0 13
Linda_100000 0 0 144
Linda_500000 0 0 18
Linda_1000000 0 0 0
Linda_2000000 0 0 0
Felix_100000 1 0 67
Felix_500000 1 0 11
Felix_1000000 1 0 13
Felix_2000000 1 0 8
Louis_100000 0 0 197
Louis_500000 0 0 33
Louis_1000000 0 0 1
Louis_2000000 0 0 1
Owen_100000 1 0 55
Owen_500000 1 0 17
Owen_1000000 1 0 11
Owen_2000000 1 0 6
Nancy_100000 1 0 49
Nancy_500000 1 0 7
Nancy_1000000 1 0 2
Nancy_2000000 1 0 2
Aileen_100000 1 0 35
Aileen_500000 1 0 11
Aileen_1000000 1 0 8
Aileen_2000000 1 0 6
Rene_100000 0 0 200
Rene_500000 0 0 18
Rene_1000000 0 0 0
Rene_2000000 0 0 0
Norman_100000 1 0 73
Norman_500000 1 0 7
Norman_1000000 1 0 6
Norman_2000000 1 0 4
Joanna_100000 2 0 115
Joanna_500000 2 0 21
Joanna_1000000 2 0 17
Joanna_2000000 2 0 38
Cynthia_100000 1 0 105
Cynthia_500000 1 0 11
Cynthia_1000000 1 0 6
Cynthia_2000000 1 0 6
Amy_100000 2 0 176
Amy_500000 2 0 30
Amy_1000000 2 0 22
Amy_2000000 2 0 6
Marie_100000 0 0 100
Marie_500000 0 0 0
Marie_1000000 0 0 0
Marie_2000000 0 0 0
Lori_100000 2 0 164
Lori_500000 2 0 28
Lori_1000000 2 0 12
Lori_2000000 2 0 10
Ivan_100000 0 0 268
Ivan_500000 0 0 8
Ivan_1000000 0 0 0
Ivan_2000000 0 0 0
Chester_100000 2 0 163
Chester_500000 2 0 17
Chester_1000000 2 0 9
Chester_2000000 2 0 9
Arthur_100000 0 0 128
Arthur_500000 0 0 8
Arthur_1000000 0 0 0
Arthur_2000000 0 0 0
Susan_100000 2 0 48
Susan_500000 2 0 32
Susan_1000000 2 0 21
Susan_2000000 2 0 48
Terry_100000 2 0 165
Terry_500000 2 0 19
Terry_1000000 2 0 19
Terry_2000000 2 0 9
Tamara_100000 0 0 32
Tamara_500000 0 0 0
Tamara_1000000 0 0 0
Tamara_2000000 0 0 0
Rose_100000 0 0 169
Rose_500000 0 0 37
Rose_1000000 0 0 37
Rose_2000000 0 0 30
Cecil_100000 2 0 168
Cecil_500000 2 0 177
Cecil_1000000 2 0 129
Cecil_2000000 2 0 82
Leticia_100000 1 0 89
Leticia_500000 1 0 15
Leticia_1000000 1 0 15
Leticia_2000000 1 0 14
Phuong_100000 0 0 268
Phuong_500000 0 0 8
Phuong_1000000 0 0 0
Phuong_2000000 0 0 0
Sharon_100000 0 0 144
Sharon_500000 0 0 82
Sharon_1000000 0 0 0
Sharon_2000000 0 0 0
Rochelle_100000 0 0 122
Rochelle_500000 0 0 8
Rochelle_1000000 0 0 0
Rochelle_2000000 0 0 0
Millard_100000 0 0 53
Millard_500000 0 0 5
Millard_1000000 0 0 5
Millard_2000000 0 0 2
Michelle_100000 0 0 32
Michelle_500000 0 0 0
Michelle_1000000 0 0 0
Michelle_2000000 0 0 0
Stacey_100000 1 0 81
Stacey_500000 1 0 7
Stacey_1000000 1 0 7
Stacey_2000000 1 0 4
Jewell_100000 2 0 60
Jewell_500000 2 0 34
Jewell_1000000 2 0 24
Jewell_2000000 2 0 40
Patria_100000 1 0 133
Patria_500000 1 0 13
Patria_1000000 1 0 10
Patria_2000000 1 0 7
Carolyn_100000 1 0 33
Carolyn_500000 1 0 11
Carolyn_1000000 1 0 6
Carolyn_2000000 1 0 6
Wade_100000 2 0 72
Wade_500000 2 0 8
Wade_1000000 2 0 8
Wade_2000000 2 0 0
Rita_100000 1 0 59
Rita_500000 1 0 11
Rita_1000000 1 0 8
Rita_2000000 1 0 6
Frank_100000 0 0 196
Frank_500000 0 0 0
Frank_1000000 0 0 0
Frank_2000000 0 0 0
Betty_100000 0 0 148
Betty_500000 0 0 0
Betty_1000000 0 0 0
Betty_2000000 0 0 0
Tina_100000 1 0 79
Tina_500000 1 0 5
Tina_1000000 1 0 5
Tina_2000000 1 0 3
Donald_100000 1 0 131
Donald_500000 1 0 9
Donald_1000000 1 0 6
Donald_2000000 1 0 3
Melissa_100000 2 0 62
Melissa_500000 2 0 44
Melissa_1000000 2 0 34
Melissa_2000000 2 0 56
Christy_100000 1 0 59
Christy_500000 1 0 9
Christy_1000000 1 0 4
Christy_2000000 1 0 4
Douglas_100000 1 0 35
Douglas_500000 1 0 13
Douglas_1000000 1 0 8
Douglas_2000000 1 0 6
Natasha_100000 1 0 99
Natasha_500000 1 0 5
Natasha_1000000 1 0 2
Natasha_2000000 1 0 2
Debby_100000 1 0 71
Debby_500000 1 0 9
Debby_1000000 1 0 7
Debby_2000000 1 0 4
Walter_100000 2 0 92
Walter_500000 2 0 30
Walter_1000000 2 0 22
Walter_2000000 2 0 30
Grace_100000 0 0 50
Grace_500000 0 0 0
Grace_1000000 0 0 0
Grace_2000000 0 0 0
Scott_100000 0 0 64
Scott_500000 0 0 2
Scott_1000000 0 0 0
Scott_2000000 0 0 0
Francine_100000 0 0 196
Francine_500000 0 0 0
Francine_1000000 0 0 0
Francine_2000000 0 0 0
Camille_100000 0 0 79
Camille_500000 0 0 13
Camille_1000000 0 0 7
Camille_2000000 0 0 7
Lauren_100000 2 0 70
Lauren_500000 2 0 22
Lauren_1000000 2 0 44
